,price,rooms,address
0,"$1,525",1 Bed,"235 E Pittsburgh Ave, Milwaukee, WI 53204"
0,"$1,225 - 1,765",Studio - 1 Bed,"1640 N Water St, Milwaukee, WI 53202"
0,"$1,545 - 5,000",1-3 Beds,"1237 N Van Buren St, Milwaukee, WI 53202"
0,"$1,095 - 2,495",Studio - 2 Beds,"1029 N Jackson St, Milwaukee, WI 53202"
0,"$1,335 - 2,700",1-2 Beds,"626 E Kilbourn Ave, Milwaukee, WI 53202"
0,"$1,999 - 2,100",2 Beds,"1818 N Commerce St, Milwaukee, WI 53212"
0,"$1,595 - 2,995",1-3 Beds,"441 W Ryan Rd, Oak Creek, WI 53154"
0,"$1,220 - 2,500",1-3 Beds,"8601 S Springbrook Blvd, Oak Creek, WI 53154"
0,"$1,549 - 4,799",1-3 Beds,"8100 S 27th St, Oak Creek, WI 53154"
0,"$1,278 - 7,607",Studio - 3 Beds,"5905 N Lydell Ave, Glendale, WI 53217"
0,"$1,380 - 1,650",2 Beds,"4848 N Lydell Ave, Milwaukee, WI 53217"
0,"$1,295 - 3,295",Studio - 2 Beds,"1626 N Prospect Ave, Milwaukee, WI 53202"
0,"$1,445 - 1,525",2 Beds,"1244 N 68th St, Milwaukee, WI 53213"
0,"$1,639 - 6,229",1-3 Beds,"1141 N Old World Third St, Milwaukee, WI 53203"
0,"$1,105 - 1,800",Studio - 2 Beds,"2200 S Kinnickinnic Ave, Milwaukee, WI 53207"
0,"$1,100 - 2,391",1-2 Beds,"10300 W Fountain Ave, Milwaukee, WI 53224"
0,"$1,106 - 8,293",Studio - 3 Beds,"1551 N Water St, Milwaukee, WI 53202"
0,"$1,495 - 5,654",1-2 Beds,"144 N Jefferson St, Milwaukee, WI 53202"
0,"$1,525 - 7,892",1-3 Beds,"1100 N Cass St, Milwaukee, WI 53202"
0,"$1,700",1 Bed,"221 E Oregon St, Milwaukee, WI 53204"
0,"$1,695 - 3,500",1-2 Beds,"408 W Florida St, Milwaukee, WI 53204"
0,"$1,295 - 2,093",Studio - 2 Beds,"124 W Washington St, Milwaukee, WI 53204"
0,"$1,225 - 2,475",Studio - 2 Beds,"1009 W Juneau Ave, Milwaukee, WI 53233"
0,"$1,625",1 Bed,"720 W Virginia St, Milwaukee, WI 53204"
0,"$1,295 - 2,953",Studio - 3 Beds,"1840 N Farwell Ave, Milwaukee, WI 53202"
0,"$1,340 - 3,915",Studio - 3 Beds,"1303 N 10th St, Milwaukee, WI 53205"
0,"$1,295 - 1,515",Studio - 1 Bed,"1320 S 1st St, Milwaukee, WI 53204"
0,"$1,260 - 2,560",Studio - 2 Beds,"550 W Juneau Ave, Milwaukee, WI 53203"
0,"$1,600 - 2,595",1-2 Beds,"1632 N Franklin Pl, Milwaukee, WI 53202"
0,"$1,850 - 15,000",1-3 Beds,"700 E Kilbourn Ave, Milwaukee, WI 53202"
0,"$1,195 - 1,950",Studio - 1 Bed,"333 W State St, Milwaukee, WI 53203"
0,"$1,295 - 2,470",Studio - 2 Beds,"924 S 5th St, Milwaukee, WI 53204"
0,"$2,175 - 9,425",Studio - 3 Beds,"333 N Water St, Milwaukee, WI 53202"
0,"$1,329 - 2,750",Studio - 2 Beds,"2160 S Kinnickinnic Ave, Milwaukee, WI 53207"
0,"$1,440 - 2,475",1-2 Beds,"231 W Wisconsin Ave, Milwaukee, WI 53203"
0,"$1,250 - 3,149",Studio - 2 Beds,"401 W Michigan St, Milwaukee, WI 53203"
0,"$1,970 - 11,650",1-3 Beds,"909 E Michigan St, Milwaukee, WI 53202"
0,"$1,590 - 6,700",1-3 Beds,"1918 E Lafayette Pl, Milwaukee, WI 53202"
0,"$1,574",3 Beds,"4568 S 20th St, Milwaukee, WI 53221"
0,"$1,308 - 1,913",1-2 Beds,"2325 W Briar Lake Way, Oak Creek, WI 53154"
